Date:,9/13/2023,,,,,,,,
Time:,7:52 PM,,,,,,,,
Summary Notes:,sphere velocity,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data Timestamp,q,V_ref,Alpha,NF/SF,AF/AF2,PM/YM,P,Orientation,Notes
[yyyymmdd hh:mm:ss.sss],[psf],[mph],[deg],[lbf],[lbf],[in-lbf],[inH2O],,
20230913 19:51:52.234,0,3,0,-0.03,-0.01,-0.02,0,Normal,
20230913 19:51:52.250,0,3,0,-0.01,-0.01,-0.02,0,Normal,
20230913 19:51:52.265,0,2,0,-0.01,0.01,-0.01,0,Normal,
20230913 19:51:52.281,0,1,0,-0.01,0,-0.04,0,Normal,
20230913 19:51:52.296,0,2,0,-0.02,0,-0.04,0,Normal,
20230913 19:51:52.312,0,3,0,0.02,0.01,-0.03,0,Normal,
20230913 19:51:52.328,0,4,0,0,0,-0.01,0,Normal,
20230913 19:51:52.343,0,3,0,0.03,0,0.02,0,Normal,
20230913 19:51:52.359,0,2,0,-0.02,-0.01,-0.04,0,Normal,
20230913 19:51:52.375,0,2,0,0,-0.01,-0.03,0,Normal,
20230913 19:51:52.390,0,2,0,-0.01,0.01,-0.04,0,Normal,
20230913 19:51:52.406,0,3,0,0.01,-0.01,-0.03,0,Normal,
20230913 19:51:52.421,0,0,0,0,0,-0.02,0,Normal,
20230913 19:51:52.453,0,3,0,0.01,0,0.01,0,Normal,
20230913 19:51:52.468,0,2,0,-0.01,0,-0.01,0,Normal,
20230913 19:51:52.484,0,2,0,-0.01,0,-0.03,0,Normal,
20230913 19:51:52.500,0,3,0,0,0.01,-0.01,0,Normal,
20230913 19:51:52.515,0,0,0,0.03,0,-0.01,0,Normal,
20230913 19:51:52.531,0,2,0,0,0,0,0,Normal,
20230913 19:51:52.546,0,2,0,0.01,-0.01,0.03,0,Normal,
20230913 19:51:52.562,0,4,0,-0.02,-0.02,0.01,0,Normal,
20230913 19:51:52.578,0,3,0,-0.01,0,-0.01,0,Normal,
20230913 19:51:52.593,0,2,0,-0.02,-0.01,-0.06,0,Normal,
20230913 19:51:52.609,0,2,0,0.01,0,0,0,Normal,
20230913 19:51:52.625,-0.1,5,0,-0.02,0,-0.01,0,Normal,
20230913 19:51:52.640,0,2,0,0.01,0,-0.01,0,Normal,
20230913 19:51:52.656,0,2,0,-0.02,0,0.01,0,Normal,
20230913 19:51:52.671,0,2,0,0,0,0.01,0,Normal,
20230913 19:51:52.687,-0.1,4,0,-0.01,-0.01,0,0,Normal,
20230913 19:51:52.718,0,3,0,0.01,0,-0.02,0,Normal,
20230913 19:51:52.734,0,2,0,-0.01,0,-0.02,0,Normal,
20230913 19:51:52.750,0,2,0,0,-0.01,-0.02,0,Normal,
20230913 19:51:52.765,0,4,0,0,-0.01,-0.02,0,Normal,
20230913 19:51:52.781,0,2,0,0,-0.01,0.01,0,Normal,
20230913 19:51:52.796,0,4,0,0.01,0,0.01,0,Normal,
20230913 19:51:52.812,-0.1,4,0,0.01,-0.01,-0.01,0,Normal,
20230913 19:51:52.828,0,4,0,0.01,0.01,0.02,0,Normal,
20230913 19:51:52.843,0,3,0,0,0,0,0,Normal,
20230913 19:51:52.859,-0.1,5,0,0,0,0,0,Normal,
20230913 19:51:52.875,-0.1,5,0,-0.01,-0.02,-0.01,0,Normal,
20230913 19:51:52.890,0,4,0,0.01,-0.01,-0.01,0,Normal,
20230913 19:51:52.906,0,4,0,0.02,-0.01,0,0,Normal,
20230913 19:51:52.937,0,2,0,-0.01,0,-0.01,0,Normal,
20230913 19:51:52.953,-0.1,5,0,-0.01,-0.01,-0.02,0,Normal,
20230913 19:51:52.968,0,4,0,-0.02,-0.01,-0.02,0,Normal,
20230913 19:51:52.984,0,4,0,-0.01,-0.01,-0.02,0,Normal,
20230913 19:51:53.000,0,4,0,-0.01,-0.01,-0.02,0,Normal,
20230913 19:51:53.015,-0.1,5,0,-0.02,0,-0.03,0,Normal,
20230913 19:51:53.031,0,4,0,0,0,-0.02,0,Normal,
20230913 19:51:53.046,0,2,0,0,0,0.01,0,Normal,
20230913 19:51:53.062,0,4,0,0.01,0,0,0,Normal,
20230913 19:51:53.078,0,2,0,0,0,-0.03,0,Normal,
20230913 19:51:53.109,0,4,0,-0.02,-0.02,-0.03,0,Normal,
20230913 19:51:53.125,-0.1,4,0,-0.01,-0.01,0,0,Normal,
20230913 19:51:53.140,-0.1,4,0,-0.02,0,0,0,Normal,
20230913 19:51:53.156,-0.1,6,0,0.01,-0.01,-0.03,0,Normal,
20230913 19:51:53.171,0,4,0,0.01,0,-0.02,0,Normal,
20230913 19:51:53.187,0,4,0,0.01,0,0.01,0,Normal,
